Source Package,URL_lookaside,SHA256_lookaside,Error_lookaside,File Name,Protocol,URL_source,SHA256_source,Error_source,SHA256_match,has_error,File Extension,source_number,num_versions_uploaded_to_lookaside,status,Error_source_normalized
rust-glib-macros0.15,https://src.fedoraproject.org/repo/pkgs/rust-glib-macros0.15/glib-macros-0.15.13.crate/sha512/541c499ee8a856edf03df2bef6ada6a25e21ef63d969549f5df9ce9c6b8ecc7a8f37767bedc11b193f2407b77f12834058ca0e2a47a1e8a2a7030129affe10f4/glib-macros-0.15.13.crate,672a27ce926d4c893676d40522a02d19af8bbb773d831994c304b99a8114789b,,glib-macros-0.15.13.crate,https:,https://crates.io/api/v1/crates/glib-macros/0.15.13/download#/glib-macros-0.15.13.crate,10c6ae9f6fa26f4fb2ac16b528d138d971ead56141de489f8111e259b9df3c4a,,false,false,crate,0,1,very_suspicious,
rust-glib-macros0.17,https://src.fedoraproject.org/repo/pkgs/rust-glib-macros0.17/glib-macros-0.17.10.crate/sha512/84b84a059b3ff91b4a13e34d2728acf0be412e15d82adff34e7dd10cf3c1fe8669c6a00478bd7e1907c1ef5e490f18140bc957836d5133379edda2dad63e8d57/glib-macros-0.17.10.crate,79e5a241f9bbee3d9e6e6093edf883a743513cd2b51e262ff335abd88d31c577,,glib-macros-0.17.10.crate,https:,https://crates.io/api/v1/crates/glib-macros/0.17.10/download#/glib-macros-0.17.10.crate,eca5c79337338391f1ab8058d6698125034ce8ef31b72a442437fa6c8580de26,,false,false,crate,0,1,very_suspicious,
rust-glib-sys0.15,https://src.fedoraproject.org/repo/pkgs/rust-glib-sys0.15/glib-sys-0.15.10.crate/sha512/b83d67d775f70d6a08b9a6a9e24b575f110a93e5dcc8c53c03015842bac2617d13ded014f46820f8b05b08e7a34aa4841923847869af26689251497daf0b69ec/glib-sys-0.15.10.crate,8aedb4ca18c3f7392d5a41d9e6f5282d33bb8f7583c5e0534b062d79fbc796cf,,glib-sys-0.15.10.crate,https:,https://crates.io/api/v1/crates/glib-sys/0.15.10/download#/glib-sys-0.15.10.crate,ef4b192f8e65e9cf76cbf4ea71fa8e3be4a0e18ffe3d68b8da6836974cc5bad4,,false,false,crate,0,1,very_suspicious,
rust-glib-sys0.17,https://src.fedoraproject.org/repo/pkgs/rust-glib-sys0.17/glib-sys-0.17.10.crate/sha512/aedcc1538bd4b341aef4de4c1105941d95220d948d7f5ca84b3014ac3bb66ed9e2ba2a9c1f94c4230f89b4b641b74c725a888f26d8f1fb1d0d2eafcf941bad8f/glib-sys-0.17.10.crate,ac0e94ae38e2027a9b506790da92203e11ba1733551bac0797543d69ab4ec9d8,,glib-sys-0.17.10.crate,https:,https://crates.io/api/v1/crates/glib-sys/0.17.10/download#/glib-sys-0.17.10.crate,d80aa6ea7bba0baac79222204aa786a6293078c210abe69ef1336911d4bdc4f0,,false,false,crate,0,1,very_suspicious,
rust-glib0.17,https://src.fedoraproject.org/repo/pkgs/rust-glib0.17/glib-0.17.10.crate/sha512/51b8516a4d4f55bd612fc0af4066e9dd3583da881180909c1ef54e460e56c81e568ad415400b5ed2136f31eb76ae85990543bfbf16ce489e7c5fb4a9c733c874/glib-0.17.10.crate,d59e03f10475716f48601e4963fb7840f2d2a00b8e16cf1170b9fa920dc9eac9,,glib-0.17.10.crate,https:,https://crates.io/api/v1/crates/glib/0.17.10/download#/glib-0.17.10.crate,d3fad45ba8d4d2cea612b432717e834f48031cd8853c8aaf43b2c79fec8d144b,,false,false,crate,0,1,very_suspicious,
rust-gobject-sys0.15,https://src.fedoraproject.org/repo/pkgs/rust-gobject-sys0.15/gobject-sys-0.15.10.crate/sha512/351b4dc985f5e0b1b3c7f2da9a615188b11a0b62052ffcd6e4fd654b086b0d66bee325f6e8807c2b3508132816540f2c8431f74ffdb4d31d436594ad2fdc0d92/gobject-sys-0.15.10.crate,1b1a36cfab8cda7e30da11631ece6a16090bfee93961e4bacc4fe55cf7ad90af,,gobject-sys-0.15.10.crate,https:,https://crates.io/api/v1/crates/gobject-sys/0.15.10/download#/gobject-sys-0.15.10.crate,0d57ce44246becd17153bd035ab4d32cfee096a657fc01f2231c9278378d1e0a,,false,false,crate,0,1,very_suspicious,
rust-gobject-sys0.17,https://src.fedoraproject.org/repo/pkgs/rust-gobject-sys0.17/gobject-sys-0.17.10.crate/sha512/42aad910f418c4bfa61ab8db121519c24146eb0ffcfb0703949d1927a11bffbe30317c0eff480d989829049e123d69a1a9a4471c18aa8fe40783ea1177e491e2/gobject-sys-0.17.10.crate,154a330431e02deb1ba2d3b9e31060c3e650bb4783c16f7ea8d68dcd84e370c2,,gobject-sys-0.17.10.crate,https:,https://crates.io/api/v1/crates/gobject-sys/0.17.10/download#/gobject-sys-0.17.10.crate,cd34c3317740a6358ec04572c1bcfd3ac0b5b6529275fae255b237b314bb8062,,false,false,crate,0,1,very_suspicious,
rust-gobject-sys0.18,https://src.fedoraproject.org/repo/pkgs/rust-gobject-sys0.18/gobject-sys-0.18.0.crate/sha512/7b274a6a4c4f38a4c1a5abf6410151d5ecd669c9a2c3ca874faadb0cf31c94b000c7439e1c1d409cf66ba41d8157dc9bd931de5bac58e50bc2ea9cbab13b3f00/gobject-sys-0.18.0.crate,6fcfa4de89fc38f49d057bc2311e551ec3313f6f64aed9cee9d332ba752742f2,,gobject-sys-0.18.0.crate,https:,https://crates.io/api/v1/crates/gobject-sys/0.18.0/download#/gobject-sys-0.18.0.crate,0850127b514d1c4a4654ead6dedadb18198999985908e6ffe4436f53c785ce44,,false,false,crate,0,1,very_suspicious,
rust-googletest,https://src.fedoraproject.org/repo/pkgs/rust-googletest/googletest-0.11.0.crate/sha512/1db0be196b38c89991f2bd52d2c758dc0de0aaac29bcd27b09e61de61acc4b479c8bbbb0bd07ce1fe08e52b319301260f85f94a34adc8bc4787a313a8f41ae35/googletest-0.11.0.crate,48ee1601c6df3e3735e80c5f8381360cf8bb4d785bd6246cd789e6f08ec22925,,googletest-0.11.0.crate,https:,https://crates.io/api/v1/crates/googletest/0.11.0/download#/googletest-0.11.0.crate,ee44a233e2e661240ef77ed5de92ea9ecf70d4832963a8582a6681e1517f3673,,false,false,crate,0,1,very_suspicious,
rust-googletest_macro,https://src.fedoraproject.org/repo/pkgs/rust-googletest_macro/googletest_macro-0.11.0.crate/sha512/8d9a80091aa4a301b7c89653ef0cd8eb4ee73c848427e8f8c030aebe8d2856b042ad13eec391500372dbf25e68bf0d59702ef543a8d5c6dab06de64c2ad071ab/googletest_macro-0.11.0.crate,39fa37e42e38b0dd489cc3e34142a34f98b29c747f2183216429584bc92f2555,,googletest_macro-0.11.0.crate,https:,https://crates.io/api/v1/crates/googletest_macro/0.11.0/download#/googletest_macro-0.11.0.crate,ed3057b7d1e628480193188ccb1a7850d034a3add3a350f4ed921b48e287ada9,,false,false,crate,0,1,very_suspicious,
rust-group,https://src.fedoraproject.org/repo/pkgs/rust-group/group-0.13.0.crate/sha512/359db06bee4cb51ffe799d9c408791e310e72fde3bb3fd447cf97482ebb909af07b43e9b728e3639d5497fc905b650bf00403b3a6b21515e6628c2466e0851e3/group-0.13.0.crate,7466b856f79e73cceb0b2df77913eb6f06c2ad1804499920edf5c21b59c77924,,group-0.13.0.crate,https:,https://crates.io/api/v1/crates/group/0.13.0/download#/group-0.13.0.crate,f0f9ef7462f7c099f518d754361858f86d8a07af53ba9af0fe635bbccb151a63,,false,false,crate,0,1,very_suspicious,
rust-gtk-sys,https://src.fedoraproject.org/repo/pkgs/rust-gtk-sys/gtk-sys-0.18.0.crate/sha512/ff51215d62f45685e3165c86d79dde2fa267068bc82495dade45175f8922b427cee90570c5b972c3897bf76125210c0187838ff764bb314ac79397493c277d4d/gtk-sys-0.18.0.crate,f3cc7114cc9d98e9b0307e21f76c134eb0b053ac8b55284de855de11f1dcb3fe,,gtk-sys-0.18.0.crate,https:,https://crates.io/api/v1/crates/gtk-sys/0.18.0/download#/gtk-sys-0.18.0.crate,771437bf1de2c1c0b496c11505bdf748e26066bbe942dfc8f614c9460f6d7722,,false,false,crate,0,1,very_suspicious,
rust-gtk-sys0.17,https://src.fedoraproject.org/repo/pkgs/rust-gtk-sys0.17/gtk-sys-0.17.0.crate/sha512/acee965c0114c6d4880ae5529ee54db33d95d38b5fa6e505851b7a47a220d98ddfa57606a8c1822e51af64ef836abfa95764af35846336aff9ea432f9018a493/gtk-sys-0.17.0.crate,6b15abf44aad73157570eb617bbef281cb4d40335472e3484aa43d052e439cf3,,gtk-sys-0.17.0.crate,https:,https://crates.io/api/v1/crates/gtk-sys/0.17.0/download#/gtk-sys-0.17.0.crate,4d8eb6a4b93e5a7e6980f7348d08c1cd93d31fae07cf97f20678c5ec41de3d7e,,false,false,crate,0,1,very_suspicious,
rust-gtk3-macros,https://src.fedoraproject.org/repo/pkgs/rust-gtk3-macros/gtk3-macros-0.18.0.crate/sha512/b0ce729d29a64b398278c248aa06b1f2faba94d2a21d919f0374f39bc33f9b83f7080239d0418e295e1d4431159a9cbdb654a557c3876d3011ea8d6d8c60e130/gtk3-macros-0.18.0.crate,1598ddaabf51c9e627e5549a4428cdbd314b0cfcf32abec90283d3090b08fb81,,gtk3-macros-0.18.0.crate,https:,https://crates.io/api/v1/crates/gtk3-macros/0.18.0/download#/gtk3-macros-0.18.0.crate,c6063efb63db582968fb7df72e1ae68aa6360dcfb0a75143f34fc7d616bad75e,,false,false,crate,0,1,very_suspicious,
rust-gzip-header,https://src.fedoraproject.org/repo/pkgs/rust-gzip-header/gzip-header-1.0.0.crate/sha512/fc83bb409f298481c4d163b5231edf092c7e348bbe7327c665aa9f404dc6a01e57baee0794028c1803daed4f03cd59634b840aa39a123a115be910af49fb1d67/gzip-header-1.0.0.crate,9d4cc40ac1ef6d9f109209966431df1d6dbe59da745215758b8b9b612de9db6b,,gzip-header-1.0.0.crate,https:,https://crates.io/api/v1/crates/gzip-header/1.0.0/download#/gzip-header-1.0.0.crate,95cc527b92e6029a62960ad99aa8a6660faa4555fe5f731aab13aa6a921795a2,,false,false,crate,0,1,very_suspicious,
rust-hashlink,https://src.fedoraproject.org/repo/pkgs/rust-hashlink/hashlink-0.9.0.crate/sha512/bf9d356d39e14e4de4a95ac6f43064ce42f42fac15ce005d7225d2538968ab171c89c4fade7b1f76e480783406d2f6afd005f8450e0c674b9a138951f0abd7a9/hashlink-0.9.0.crate,ba0106234a7f0715310e1d059d7b0e6ea71b46509fd768c793e1f78f78b47770,,hashlink-0.9.0.crate,https:,https://crates.io/api/v1/crates/hashlink/0.9.0/download#/hashlink-0.9.0.crate,692eaaf7f7607518dd3cef090f1474b61edc5301d8012f09579920df68b725ee,,false,false,crate,0,1,very_suspicious,
rust-hexyl,https://src.fedoraproject.org/repo/pkgs/rust-hexyl/hexyl-0.14.0.crate/sha512/a543625f0b16e005fd8d712e49a98f94e3e57b9675003ad189bb5b1c089ce03fbd448d445b08ac7d2eda39fbc7ab76ce7a7894eb85be7b652994a80d5d5610dc/hexyl-0.14.0.crate,c67f3f85829c45684479d41bb4c7b910338675145451c6e8b0036b911dfad8e2,,hexyl-0.14.0.crate,https:,https://crates.io/api/v1/crates/hexyl/0.14.0/download#/hexyl-0.14.0.crate,95ad72372c061e725e93c889db3633e7cb612ceb9f9b2dfa636fadbb22610b3a,,false,false,crate,0,1,very_suspicious,
rust-histo,https://src.fedoraproject.org/repo/pkgs/rust-histo/histo-1.0.0.crate/sha512/4c38fe917efbfba05f24cefba0f3d1777ca5061f2332ad7b59d41985891b254e27cc9e9229109b663c4a2895c80a37e27f0e7116eb4a09496995b239e5da293b/histo-1.0.0.crate,68114198923987049d203711a968fee488e05f5876704d06cf7baea79433b69c,,histo-1.0.0.crate,https:,https://crates.io/api/v1/crates/histo/1.0.0/download#/histo-1.0.0.crate,a6a96a1c8acf372eefef3b065d800986a6d11abdc2c27cc61255513646b3df6c,,false,false,crate,0,1,very_suspicious,
rust-hmac0.11,https://src.fedoraproject.org/repo/pkgs/rust-hmac0.11/hmac-0.11.0.crate/sha512/82d83071d1cea14603b1f1a85d564c78e28d982025a029779d8d83522fd5c56583303dd3a902d8023b5e9df2ddb5c5d9a5fc88000d41dba45dc026239ec81d0d/hmac-0.11.0.crate,f0143cb014f094dcb512ed9a203e4661f8bd1428c1df6c6e31e21f3538ed50a0,,hmac-0.11.0.crate,https:,https://crates.io/api/v1/crates/hmac/0.11.0/download#/hmac-0.11.0.crate,2a2a2320eb7ec0ebe8da8f744d7812d9fc4cb4d09344ac01898dbcb6a20ae69b,,false,false,crate,0,1,very_suspicious,
rust-html5ever,https://src.fedoraproject.org/repo/pkgs/rust-html5ever/html5ever-0.26.0.crate/sha512/383a25421cddb0573e41ca93131d681cfbfaf551989337845a197e939a2580751ae90e96605bfc4e187dbd5189b6c014557cc69e3d7d2d2cdfb88eeca8896089/html5ever-0.26.0.crate,5bb71a55f78061e805f6d7530dd4b80461ee002c3997ef0f684d69c2816d9044,,html5ever-0.26.0.crate,https:,https://crates.io/api/v1/crates/html5ever/0.26.0/download#/html5ever-0.26.0.crate,bea68cab48b8459f17cf1c944c67ddc572d272d9f2b274140f223ecb1da4a3b7,,false,false,crate,0,1,very_suspicious,
rust-hyper0.14,https://src.fedoraproject.org/repo/pkgs/rust-hyper0.14/hyper-0.14.28.crate/sha512/deb26e3815e6315dd193c4db22efe1e73e44bc7c1d400bc7654e950bd074a200b7cbb730ca30faac0940c88529fea60d5737a4fc7ccd4fa24c2ecdb2a0b450a7/hyper-0.14.28.crate,3e494de6a75d72a7b5d0a50358925ccba0d461168c143b6c48108da679db2cdb,,hyper-0.14.28.crate,https:,https://crates.io/api/v1/crates/hyper/0.14.28/download#/hyper-0.14.28.crate,bf96e135eb83a2a8ddf766e426a841d8ddd7449d5f00d34ea02b41d2f19eef80,,false,false,crate,0,1,very_suspicious,
rust-hyperfine,https://src.fedoraproject.org/repo/pkgs/rust-hyperfine/hyperfine-1.18.0.crate/sha512/8193599cad9ebf51596461bcc3eadda788c1ac3e0e11cad731c8e2e337061fab48a9df0ad866faaa7ada5b819417109b1d1df50d14a8c7fd2e90d40385d7224b/hyperfine-1.18.0.crate,714d8fd82bb6a2c35f82d07364022fa68402e4e4eab7381d594cde41002ffe20,,hyperfine-1.18.0.crate,https:,https://crates.io/api/v1/crates/hyperfine/1.18.0/download#/hyperfine-1.18.0.crate,5e1dfaa90af21f38b00bbcf41bae306caf201238ea7a7ee1e27784e31e31c090,,false,false,crate,0,1,very_suspicious,
rust-i18n-embed,https://src.fedoraproject.org/repo/pkgs/rust-i18n-embed/i18n-embed-0.13.9.crate/sha512/9d9ef0cd6db6082843be268ae4872253ef66fc531d92f8e28691636c8e8554a074ffe65491d443a8c59c3407262070506f5d16f2e5799e60088ab0de5edb53fe/i18n-embed-0.13.9.crate,6225675c00a4cebbdf3d381bc56554f0a4ab07ea56c3d18ae5d03e4d644c800a,,i18n-embed-0.13.9.crate,https:,https://crates.io/api/v1/crates/i18n-embed/0.13.9/download#/i18n-embed-0.13.9.crate,92a86226a7a16632de6723449ee5fe70bac5af718bc642ee9ca2f0f6e14fa1fa,,false,false,crate,0,1,very_suspicious,
rust-image,https://src.fedoraproject.org/repo/pkgs/rust-image/image-0.24.9.crate/sha512/3f858efceeed54e21543eee065ca6008f40c568e1ece1016b38040eff5625c9fb6de77c7e950c08c9e82b9fcbd4c4ec2f8c4c1157ed5d232bc8e35b4850420d2/image-0.24.9.crate,5da4a10408359347fbfd1d18741d2e565370f44752960f8fc875afaa224b2090,,image-0.24.9.crate,https:,https://crates.io/api/v1/crates/image/0.24.9/download#/image-0.24.9.crate,5690139d2f55868e080017335e4b94cb7414274c74f1669c84fb5feba2c9f69d,,false,false,crate,0,1,very_suspicious,
rust-indoc1,https://src.fedoraproject.org/repo/pkgs/rust-indoc1/indoc-1.0.9.crate/sha512/db8aef4a7bb606452dc8ed45aa29a255c7a135357a0bd586fb4429c5f56a1aa2ca9400d6fac39956aeb486a15d25cf5d1b9524967867f2c651d9d563e3e85be8/indoc-1.0.9.crate,c6b6dfb6f482cc02cf283ed130ef5b0dabdf68cd3bb183ddc846d5dd47c66ed4,,indoc-1.0.9.crate,https:,https://crates.io/api/v1/crates/indoc/1.0.9/download#/indoc-1.0.9.crate,bfa799dd5ed20a7e349f3b4639aa80d74549c81716d9ec4f994c9b5815598306,,false,false,crate,0,1,very_suspicious,
rust-inferno,https://src.fedoraproject.org/repo/pkgs/rust-inferno/inferno-0.11.19.crate/sha512/90d92628acf12b2c7dafbea9035bf6343910f7eaee824c5036eb0d93cbd1d1f12d9e21f6dae5d87bedb1b2859098479052f2421f9acf94735fd46efbaa5027f6/inferno-0.11.19.crate,44c148426d6ce14f313208fe20623eaa5dfd949366c9b79193e24f74f28fae01,,inferno-0.11.19.crate,https:,https://crates.io/api/v1/crates/inferno/0.11.19/download#/inferno-0.11.19.crate,321f0f839cd44a4686e9504b0a62b4d69a50b62072144c71c68f5873c167b8d9,,false,false,crate,0,1,very_suspicious,
rust-input-sys,https://src.fedoraproject.org/repo/pkgs/rust-input-sys/input-sys-1.17.0.crate/sha512/5c98527c89a38b3cc3284afefdef4c47a6c1709968eb65af4108d4ab8a8f1814e9a82d8541b1bb8866e5ecf88ac39eb2038734eea07f361386ca9a03c70b6336/input-sys-1.17.0.crate,375b2db1b386114c0f9a60a4cec2a2edbd7e743c51251a4f38ed77f35d2964c2,,input-sys-1.17.0.crate,https:,https://crates.io/api/v1/crates/input-sys/1.17.0/download#/input-sys-1.17.0.crate,05f6c2a17e8aba7217660e32863af87b0febad811d4b8620ef76b386603fddc2,,false,false,crate,0,1,very_suspicious,
rust-insta,https://src.fedoraproject.org/repo/pkgs/rust-insta/insta-1.39.0.crate/sha512/6d50e49af1b76ac53962565d37e05a3fa5b9dae47655529cb675b498a0308ce6008d9c2821e4cc323c2e05560f76539572a7d8881d151e015b32444b02175e5d/insta-1.39.0.crate,9495ea93def7e206d7d0f762ddd776bb519f3c14d09603591e2cf7a4034fa36d,,insta-1.39.0.crate,https:,https://crates.io/api/v1/crates/insta/1.39.0/download#/insta-1.39.0.crate,810ae6042d48e2c9e9215043563a58a80b877bc863228a74cf10c49d4620a6f5,,false,false,crate,0,1,very_suspicious,
rust-io-lifetimes1,https://src.fedoraproject.org/repo/pkgs/rust-io-lifetimes1/io-lifetimes-1.0.11.crate/sha512/30c6e5ce6f5beabe0d7bee4f4522884d1316cf7d9b8d093ba0f952995997be3d0f10e1e77b9c20b7fe2b65429de0d2ec89bb35e939455795205206a3154ed544/io-lifetimes-1.0.11.crate,01cd154be479969aadc6c2fd8758727de147c6736b91067dcfd1bac802fd8e8d,,io-lifetimes-1.0.11.crate,https:,https://crates.io/api/v1/crates/io-lifetimes/1.0.11/download#/io-lifetimes-1.0.11.crate,eae7b9aee968036d54dce06cebaefd919e4472e753296daccd6d344e3e2df0c2,,false,false,crate,0,1,very_suspicious,
rust-ipnet,https://src.fedoraproject.org/repo/pkgs/rust-ipnet/ipnet-2.9.0.crate/sha512/8ce429ba2bae53cfdaf8a7d6bf980e10b9dd515446ef3ed4e4e11432043a18e09454260567419818f523bc589fc367194bc345660f2cc808d281db235d3e0b54/ipnet-2.9.0.crate,9f916158f640a671032eeda9d85cdade58446347140fdd79a662671b2efacb5f,,ipnet-2.9.0.crate,https:,https://crates.io/api/v1/crates/ipnet/2.9.0/download#/ipnet-2.9.0.crate,8f518f335dce6725a761382244631d86cf0ccb2863413590b31338feb467f9c3,,false,false,crate,0,1,very_suspicious,
rust-ipnetwork,https://src.fedoraproject.org/repo/pkgs/rust-ipnetwork/ipnetwork-0.20.0.crate/sha512/a8746f25abb73820cdbaf758f537c726bc9f48afa82417361d54c41bf3b86077e5901135ac5e305e2f669f093690ca518c811c89793d107b3deb139861462978/ipnetwork-0.20.0.crate,75b2351d9b22c094e6228d59cb4bc8fed940e3312f2d933e5931776d9aa9254e,,ipnetwork-0.20.0.crate,https:,https://crates.io/api/v1/crates/ipnetwork/0.20.0/download#/ipnetwork-0.20.0.crate,bf466541e9d546596ee94f9f69590f89473455f88372423e0008fc1a7daf100e,,false,false,crate,0,1,very_suspicious,
rust-ipnetwork0.17,https://src.fedoraproject.org/repo/pkgs/rust-ipnetwork0.17/ipnetwork-0.17.0.crate/sha512/0708ea810a0dee7e353c92fa04373219b926e2c448f96f4718d3e827dcfd30cfa313e0516bdee6b564b15e8fdfd77883e44df7ac98efb2cbeb58f5cce9a44191/ipnetwork-0.17.0.crate,f2463a4e1f19924d5c112f986b244c6744156f901c702f4ca0cb857f4a13af23,,ipnetwork-0.17.0.crate,https:,https://crates.io/api/v1/crates/ipnetwork/0.17.0/download#/ipnetwork-0.17.0.crate,02c3eaab3ac0ede60ffa41add21970a7df7d91772c03383aac6c2c3d53cc716b,,false,false,crate,0,1,very_suspicious,
rust-itertools,https://src.fedoraproject.org/repo/pkgs/rust-itertools/itertools-0.13.0.crate/sha512/c6cb8f93a93b6ac1a2cbb3033e66fc81a39f83be773b734bea3311332b96bc71bbb518aae3e6b40cb537590c23de1ca4964361c336795c3985bde63232d410c4/itertools-0.13.0.crate,e4cf5900f55c889614e225d797a34dd6de52a922193a1080a68618303a29b992,,itertools-0.13.0.crate,https:,https://crates.io/api/v1/crates/itertools/0.13.0/download#/itertools-0.13.0.crate,413ee7dfc52ee1a4949ceeb7dbc8a33f2d6c088194d9f922fb8318faf1f01186,,false,false,crate,0,1,very_suspicious,
rust-itertools0.11,https://src.fedoraproject.org/repo/pkgs/rust-itertools0.11/itertools-0.11.0.crate/sha512/8ece00ba0a7cf481ad4586da24385a6f0b1719b9c3f0c25b9b5b373dd1a0ca7b9687a77cd179853392890b7bf4d31e0356a4e5fd540465b4ac62bd74ef717fd8/itertools-0.11.0.crate,9babce4cb422e117cdfbb3b773eb18ea39e04bcf533d0e0a0588782299ec223a,,itertools-0.11.0.crate,https:,https://crates.io/api/v1/crates/itertools/0.11.0/download#/itertools-0.11.0.crate,b1c173a5686ce8bfa551b3563d0c2170bf24ca44da99c7ca4bfdab5418c3fe57,,false,false,crate,0,1,very_suspicious,
rust-itoa,https://src.fedoraproject.org/repo/pkgs/rust-itoa/itoa-1.0.11.crate/sha512/7e22dffac34c9c9f432daef395e0ec710ed658164bc9cd9fc6445c9f984c912a10bac556214a026bcddbe27a3197b35b0c87d6709fd605062637d086b2d20311/itoa-1.0.11.crate,efbf8ae7da9d6b9c687737d44d1eadd7506670a0c01e316056efa6287fad84fc,,itoa-1.0.11.crate,https:,https://crates.io/api/v1/crates/itoa/1.0.11/download#/itoa-1.0.11.crate,49f1f14873335454500d59611f1cf4a4b0f786f9ac11f4312a78e4cf2566695b,,false,false,crate,0,1,very_suspicious,
rust-just,https://src.fedoraproject.org/repo/pkgs/rust-just/just-1.33.0.crate/sha512/607d75a19223b7f421f9abec2ccce308b087d2e5ab865b5aab03e93c4f7e4cbd7a361ff1cc5e345544f9e45370245b391b1ed8759d01a5b23bb6a8f621987fa6/just-1.33.0.crate,30a7547b7ce03a0233ae7a21edeaabb000628c7d9dcd3a7cf875616c3b709143,,just-1.33.0.crate,https:,https://crates.io/api/v1/crates/just/1.33.0/download#/just-1.33.0.crate,6bf3be71daf60bb00a3ad30012925e84895bb00e9c8e67fb5bf8748cebd8822a,,false,false,crate,0,1,very_suspicious,
rust-jwt,https://src.fedoraproject.org/repo/pkgs/rust-jwt/jwt-0.16.0.crate/sha512/90be42949352f9d47778ee59aea325d37c3d0c4e98904b2c30e89900a2507380303891f0cb1a8f0543a563f7340f50775b805ca6bc48da2bacb3d468dd0aaaef/jwt-0.16.0.crate,9cb2a30acace3335fe2be346f9b9aced5d33f0ed7c6860e71e48c18a2561db26,,jwt-0.16.0.crate,https:,https://crates.io/api/v1/crates/jwt/0.16.0/download#/jwt-0.16.0.crate,6204285f77fe7d9784db3fdc449ecce1a0114927a51d5a41c4c7a292011c015f,,false,false,crate,0,1,very_suspicious,
rust-krates,https://src.fedoraproject.org/repo/pkgs/rust-krates/krates-0.16.10.crate/sha512/98cbdfb1d04b7b35dfdb9a8f70dd2e8d4f6681f9dc0292cdae07bae6ef169bdc86a0f325b58d22f537f5a56d63d2fc7ff6c49217d48b36a66672b9c171437899/krates-0.16.10.crate,babe8d794d70a53362b1545c676a8532bc9ef735da82c4e8642cc3d63b0e0bd6,,krates-0.16.10.crate,https:,https://crates.io/api/v1/crates/krates/0.16.10/download#/krates-0.16.10.crate,7fcb3baf2360eb25ad31f0ada3add63927ada6db457791979b82ac199f835cb9,,false,false,crate,0,1,very_suspicious,
rust-kvm-ioctls,https://src.fedoraproject.org/repo/pkgs/rust-kvm-ioctls/kvm-ioctls-0.17.0.crate/sha512/d27ba8678a3fc4daad2df59ce448c9c06311ce46481bac7fa914611d21f441fc491083abfa60258ad7747b4bbc76dedb70c40a17c32f253698f96d881734fec3/kvm-ioctls-0.17.0.crate,70be7c570ccc8c51f00ed71f48dc6bed82990e6b454125517faedfe3996266ea,,kvm-ioctls-0.17.0.crate,https:,https://crates.io/api/v1/crates/kvm-ioctls/0.17.0/download#/kvm-ioctls-0.17.0.crate,bedae2ca4a531bebe311abaf9691f5cc14eaa21475243caa2e39c43bb872947d,,false,false,crate,0,1,very_suspicious,
rust-lab,https://src.fedoraproject.org/repo/pkgs/rust-lab/lab-0.11.0.crate/sha512/bb56ba0af097c5822f6e9ad51f0e4202ddd740953336f9da79af072feb0b40fcb18863f17df4ea8a076e5af719144037303b0fff4fcc0e5c37a018129a08fa91/lab-0.11.0.crate,e409f9d105aeacd54d5d2b98a2dbec704883812f7153e8bc84c978780dd65833,,lab-0.11.0.crate,https:,https://crates.io/api/v1/crates/lab/0.11.0/download#/lab-0.11.0.crate,bf36173d4167ed999940f804952e6b08197cae5ad5d572eb4db150ce8ad5d58f,,false,false,crate,0,1,very_suspicious,
rust-libcryptsetup-rs,https://src.fedoraproject.org/repo/pkgs/rust-libcryptsetup-rs/libcryptsetup-rs-0.10.0.crate/sha512/0416c69e89c0a6fe1a4f4385448674a8dc3c024c3470406398140ce9c3b97450a6c2b1ca73b4469ebbbfaef66095119749ba999d2c15ceef04e39d3e58fd2272/libcryptsetup-rs-0.10.0.crate,6834c8b255271b1f2aa92ea206799fd98af750bdb08823040ad372553d868005,,libcryptsetup-rs-0.10.0.crate,https:,https://crates.io/api/v1/crates/libcryptsetup-rs/0.10.0/download#/libcryptsetup-rs-0.10.0.crate,704059b8d81fc01bed7ea77d4572ce2ef08408ace42d95fe781d339eebf64dec,,false,false,crate,0,1,very_suspicious,
rust-libdeflate-sys,https://src.fedoraproject.org/repo/pkgs/rust-libdeflate-sys/libdeflate-sys-1.20.0.crate/sha512/b56d38ae5eba51627b78260454d4b9b58a000e765f6516ee59159496a2041f543ad973b19bbb3e8db7afc0d41940783fc28ec2efd769aa37cde7ab93715f6403/libdeflate-sys-1.20.0.crate,3011b3acedac5dc65b9b3ce13f4ff1b7f4c1018b26bc021299b24b88dd3a6857,,libdeflate-sys-1.20.0.crate,https:,https://crates.io/api/v1/crates/libdeflate-sys/1.20.0/download#/libdeflate-sys-1.20.0.crate,669ea17f9257bcb48c09c7ee4bef3957777504acffac557263e20c11001977bc,,false,false,crate,0,1,very_suspicious,
